"new_filename","split","scene_slug","original_scene","condition","background","distance","lighting","camera_angle","is_negative","object_count","source_sha256"
"angled_white_024.jpg","train","angled_white","斜拍白色背景","angled","white","mixed","normal","angled","0","3","B93905CF50E67E06D0B24CB490E7E612F5B1700C6B6AC1CBC7D1A989B0E8341B"
"angled_white_025.jpg","train","angled_white","斜拍白色背景","angled","white","mixed","normal","angled","0","3","4B162CF3103F5243C4796DFCFFF27E6241BA59231E42B6734255A4E4E90431A4"
"angled_wood_001.jpg","train","angled_wood","斜拍木质桌面","angled","wood","mixed","normal","angled","0","2","BC5536AEEF2E507AE3BF75EE5472033C6A556D707EB07A1E353E8990076B069C"
"angled_wood_002.jpg","train","angled_wood","斜拍木质桌面","angled","wood","mixed","normal","angled","0","3","A405AE018387457A7805DAC5BBBD0E57E57445CE92EF95F6DEE0E250B2EFD9DE"
"angled_wood_003.jpg","train","angled_wood","斜拍木质桌面","angled","wood","mixed","normal","angled","0","3","9A52BE9D235213F4E8DADA25464B1DF4FBBEC9C2408CBE009F9EDBF8AE45FD53"
"angled_wood_004.jpg","train","angled_wood","斜拍木质桌面","angled","wood","mixed","normal","angled","0","3","448C00152038AB1B8D6ED10E8B4085D7712FE2D1DA21292B5C12727DFF9189FD"
"angled_wood_005.jpg","train","angled_wood","斜拍木质桌面","angled","wood","mixed","normal","angled","0","3","E97E4526781258391BB25320093067B6D20821D25CD7AC139D33B94746DA66DA"
"angled_wood_006.jpg","train","angled_wood","斜拍木质桌面","angled","wood","mixed","normal","angled","0","3","CAAAACE9C1C3D599A8ABFDDFBF381641ED6B0C9C37F763D36AC864CDA05FA8BC"
"angled_wood_007.jpg","train","angled_wood","斜拍木质桌面","angled","wood","mixed","normal","angled","0","3","439F53EDEBAA199140BB3F79A5F41149D5FB8DBC75BAA2A40073F533409B2957"
"angled_wood_008.jpg","train","angled_wood","斜拍木质桌面","angled","wood","mixed","normal","angled","0","3","6105AC5942AB1F248B39E4E5EF3B18ED715282F7F467C8BF2D471CAF387532DB"
"angled_wood_009.jpg","train","angled_wood","斜拍木质桌面","angled","wood","mixed","normal","angled","0","2","2FD07B4744F04E175472D52C6CACB6FA7ACC064860A4E971E76C489AD96C6150"
"angled_wood_010.jpg","train","angled_wood","斜拍木质桌面","angled","wood","mixed","normal","angled","0","3","4D49027363936DF0CD7836646E7EBE1D7A4F19859032FED5F3BA1209CA2FEF7B"
"angled_wood_011.jpg","train","angled_wood","斜拍木质桌面","angled","wood","mixed","normal","angled","0","3","14200759ECCEE87B065BE82434D67B0E97A5F5B9327627068F3EB534B8C50A80"
"angled_wood_012.jpg","train","angled_wood","斜拍木质桌面","angled","wood","mixed","normal","angled","0","3","DD2654B59E9FEE04AAF2325CB131FFE472ED79D640856286E7B7EEB11DBE082D"
"angled_wood_017.jpg","train","angled_wood","斜拍木质桌面","angled","wood","mixed","normal","angled","0","1","D27FD513BFBBE4DA8051D95F4DD341112F7794EF8DBB1AD1DEDFD7BBC4EA975F"
"angled_wood_018.jpg","train","angled_wood","斜拍木质桌面","angled","wood","mixed","normal","angled","0","2","FA69A906153E7E1E8C417EDAD1853924AB6989C5E203FDFD16A7B30ED52428BC"
"complex_005.jpg","train","complex","复杂情况","complex","mixed","mixed","mixed","mixed","0","3","F0F9AC455C4621236E284D78224F1CAF20609B23F7229816C9103D3A1995F75B"
"complex_006.jpg","train","complex","复杂情况","complex","mixed","mixed","mixed","mixed","0","3","FDD51C5A094762456405617B0AD6251395584188440C9F63EA2779533674FC7A"
"complex_007.jpg","train","complex","复杂情况","complex","mixed","mixed","mixed","mixed","0","3","43BD9966B7E68C98EFBE6B89C8AED8315D75C426152A863D35A48FF12604031A"
"complex_008.jpg","train","complex","复杂情况","complex","mixed","mixed","mixed","mixed","0","3","E54FF8AB0EE9BDB55EFE1F62455FC235C5410FE022DE7156DE2861745B44EE00"
"complex_009.jpg","train","complex","复杂情况","complex","mixed","mixed","mixed","mixed","0","3","BA1307B24CFF84EFB0AB8A205A7DB97204AECE8654EAFBEB033A93A7C0726ED6"
"complex_010.jpg","train","complex","复杂情况","complex","mixed","mixed","mixed","mixed","0","3","FF456C3629A9907539A5134FA0ABC6E3DBA3F49DE4350DB0CA49127A8257337E"
"complex_011.jpg","train","complex","复杂情况","complex","mixed","mixed","mixed","mixed","0","3","7576E31C7DD9CF8470A2F399B482BEF525F5FDDC10F9DF67B7DCA4AC7382EF45"
"complex_012.jpg","train","complex","复杂情况","complex","mixed","mixed","mixed","mixed","0","3","A57075C686CC213E4847E331474D08C9E6767E4684B26A105E8E0F016CD89E33"
"complex_013.jpg","train","complex","复杂情况","complex","mixed","mixed","mixed","mixed","0","3","B8F416C64B519F0394647644A554D65DE0E63F625DAB9B211D44D5C0E8160D7A"
"complex_014.jpg","train","complex","复杂情况","complex","mixed","mixed","mixed","mixed","0","3","639BB47140F03C545EB446AD855845774E727D23EC4366E9C7C0AC7C15D0291C"
"complex_015.jpg","train","complex","复杂情况","complex","mixed","mixed","mixed","mixed","0","3","6389E8C61E60D91DEEF584FDE7C3BF117BB1405BF913C90029C66E31E216F17B"
"complex_016.jpg","train","complex","复杂情况","complex","mixed","mixed","mixed","mixed","0","3","FCDDB02FDB2BCAF821A8CDE5AC2DCF1898362AD4B50D96A1BD4FC0AE815B1636"
"complex_017.jpg","train","complex","复杂情况","complex","mixed","mixed","mixed","mixed","0","3","2DA4BF51F02A0CB0E8E20E69F837AABE3D90FCC1562872FACF07C5AC1F598F8B"
"complex_018.jpg","train","complex","复杂情况","complex","mixed","mixed","mixed","mixed","0","3","0F925754FDE4FB67C4446782261A11C1CC51D43966CDDE261671A472FBCB65A7"
"complex_019.jpg","train","complex","复杂情况","complex","mixed","mixed","mixed","mixed","0","3","5D83ADE75B70ACE2A8BD21BB73E76985DAA39BAC88148ADF710DE043FE69BF23"
"complex_020.jpg","train","complex","复杂情况","complex","mixed","mixed","mixed","mixed","0","3","25A4F8D7F4864FAE1934EAC2091B101D9411DCC5DE46D77CD695281D6AEC405E"
"complex_021.jpg","train","complex","复杂情况","complex","mixed","mixed","mixed","mixed","0","3","D0594AA0AB72CF029BFDB899B605082BA9A8C98874A578B70E9C6893D8F0BC99"
"far_gray_001.jpg","train","far_gray","远距离灰色地面","far","gray","far","normal","overhead","0","3","7782263292D1ADBFECE0AC60B02786809905783BE34CF234FE1DB7AE09F6DC79"
"far_gray_002.jpg","train","far_gray","远距离灰色地面","far","gray","far","normal","overhead","0","2","6979AE73AF86347B70F3EDB76543A85B811C6E58B2BC73A239F5281B0BF3F56B"
"far_gray_003.jpg","train","far_gray","远距离灰色地面","far","gray","far","normal","overhead","0","1","6522EE8FB208A5C96471268651C8E066947AE67109A501F51E51CF42513EFBB2"
"far_gray_004.jpg","train","far_gray","远距离灰色地面","far","gray","far","normal","overhead","0","2","1E0B0C98BD666DC059E6AE44093EBA68C3E3D21BDC70DC66DF23D196CE0CE345"
"far_gray_005.jpg","train","far_gray","远距离灰色地面","far","gray","far","normal","overhead","0","1","6B38388AA94546A59543F4A4CF11CF9814D3D4B25FD21F4E98D47F5F4D1C29AB"
"far_gray_006.jpg","train","far_gray","远距离灰色地面","far","gray","far","normal","overhead","0","3","89507689E2D8676549192E6010EAB85204348D089E3B8DEC456A70A30B9EA178"
"far_gray_011.jpg","train","far_gray","远距离灰色地面","far","gray","far","normal","overhead","0","3","155C98D5A5C7230A98F918251839E33A31370A273BE5FA99A5E3A038268FB9B6"
"far_gray_012.jpg","train","far_gray","远距离灰色地面","far","gray","far","normal","overhead","0","3","A1AFB2FFA388922A975DA9FFD0D52DFAE34B0EB9B6F4133418B335FD0F01F06C"
"far_gray_013.jpg","train","far_gray","远距离灰色地面","far","gray","far","normal","overhead","0","3","4A3BD52F15B568CB0FDB1517C0594E2B5C759801BB5C9A4A95679427F35A3832"
"far_gray_014.jpg","train","far_gray","远距离灰色地面","far","gray","far","normal","overhead","0","3","CDA97C9EC56429754F6DD7133E7F2A2050A7F99023360BA11F6CC94B734718FE"
"far_gray_015.jpg","train","far_gray","远距离灰色地面","far","gray","far","normal","overhead","0","3","CE8C8F829D6B1D7BBEA500C1C52A7D43A31F5354541E56B9ADF44F05EC9818D8"
"far_gray_016.jpg","train","far_gray","远距离灰色地面","far","gray","far","normal","overhead","0","3","99A267A44D4BBBAFC27B6836B56E72435ACF9DC974F8AA672F31F3BBDA89A697"
"far_gray_017.jpg","train","far_gray","远距离灰色地面","far","gray","far","normal","overhead","0","2","8172B14A7653FAA0AB786B17FA37A2653ED8ECF29BE8798FFF717EBB5DDF37B8"
"far_gray_018.jpg","train","far_gray","远距离灰色地面","far","gray","far","normal","overhead","0","3","99BBAED3406E793E78887B2D63CEEFC4F2F6F870B88DF8735DEF68A641A14237"
"far_gray_019.jpg","train","far_gray","远距离灰色地面","far","gray","far","normal","overhead","0","3","32BA6E303BDCE336EF20D4776035909A6F93CD0899D2DC27FAD875E097228232"
"far_gray_020.jpg","train","far_gray","远距离灰色地面","far","gray","far","normal","overhead","0","1","38585A1C544D21295990DE9D5CE52E5305624438B857C9B43560786FD8D790F6"
"far_gray_021.jpg","train","far_gray","远距离灰色地面","far","gray","far","normal","overhead","0","2","B07CF2BCA532F4A0354B010CAA43F9D2C1B65F0A5AC25C00B23DFA82BAD8B3AD"
"far_gray_022.jpg","train","far_gray","远距离灰色地面","far","gray","far","normal","overhead","0","3","9FAB0F3C4AA8B194B89BDDAB77D8695FC3200A514AAFB48C40AD99C4EB24446D"
"far_white_001.jpg","train","far_white","远距离白色背景","far","white","far","normal","overhead","0","3","CBE54FF1A83DC760F4224ABF3FB2928494B8648E1CEE49BA75D69C95E7A73001"
"far_white_002.jpg","train","far_white","远距离白色背景","far","white","far","normal","overhead","0","3","700966D2F54C2AADFB31894CB524A269C28580FB786CDA3D27E9D33D35824339"
"far_white_003.jpg","train","far_white","远距离白色背景","far","white","far","normal","overhead","0","3","40E01E3F5DD8898F560F1BAA62087DE1BBEE471F429ED95DCA3E93C541BA8424"
"far_white_004.jpg","train","far_white","远距离白色背景","far","white","far","normal","overhead","0","3","9971ABDEB3B25ABEC440907D8765E4819496A838AAD16C8A339215FD2691CE56"
"far_white_005.jpg","train","far_white","远距离白色背景","far","white","far","normal","overhead","0","3","7BA048854F57AE53850080DF7A8F8793C4B3273B5ECE3299F88D17E317ED1D1E"
"far_white_006.jpg","train","far_white","远距离白色背景","far","white","far","normal","overhead","0","3","D2406E1D0B5FD9839B5D29C7B6654859D3DA8B367F2EDE18CD2694EFAD2730EA"
"far_white_011.jpg","train","far_white","远距离白色背景","far","white","far","normal","overhead","0","3","CA38D945DDB32B61E0F488E80BADF97DA31811041753F7378EBC45D516550865"
"far_white_012.jpg","train","far_white","远距离白色背景","far","white","far","normal","overhead","0","3","AE964200AD0DD83E7894DEF69F3F7C80737CAAC83F5992FE475839C9CD1029E8"
"far_white_013.jpg","train","far_white","远距离白色背景","far","white","far","normal","overhead","0","3","B78A5A9F1A138AB2270D14C2044867B289D2630BFC1F7E4A27C7590493FB2F36"
"far_white_014.jpg","train","far_white","远距离白色背景","far","white","far","normal","overhead","0","3","286C7859D04F5BECFD16164D094A3E3E69052B7E9E81B4A5D1B51C188C96160B"
"far_white_015.jpg","train","far_white","远距离白色背景","far","white","far","normal","overhead","0","3","2C7FF033A2EEFE137ABC8F94D3C40146B51C9256BEA25A5A18A6C4FBBD8FC69F"
"far_white_016.jpg","train","far_white","远距离白色背景","far","white","far","normal","overhead","0","3","BD4D6D5B508F7631E89ECB108DF312D4925C825820720BF780733AD0BECC0AB0"
"far_white_017.jpg","train","far_white","远距离白色背景","far","white","far","normal","overhead","0","3","B7BDCF4810FC64AC5D190585B4E7B0327AE2529E5CEB2D6A8C3EE3429689F23D"
"far_white_018.jpg","train","far_white","远距离白色背景","far","white","far","normal","overhead","0","2","4C73DFCF428F343BC657E53B19687A49289C57B45CA4386EFF63164C678F04CE"
"far_white_019.jpg","train","far_white","远距离白色背景","far","white","far","normal","overhead","0","1","46A24D5157F2C569B64CD49B76575426A0ED6492381FEA051F114291B6470411"
"far_white_020.jpg","train","far_white","远距离白色背景","far","white","far","normal","overhead","0","2","C26B57DC50770B938F5AAC3D7B6018C89A009309D8D89C30C424423451A587E6"
"far_white_021.jpg","train","far_white","远距离白色背景","far","white","far","normal","overhead","0","3","C23D5CDED9C08FEA06914E3217139FB812F01F49D55B8173097284536B8A0AB5"
"far_wood_001.jpg","train","far_wood","远距离木质桌面","far","wood","far","normal","overhead","0","3","5C794DFD26556018D6685F19FF5F8D659309525C3262B6C731C9FE22C974E261"
"far_wood_002.jpg","train","far_wood","远距离木质桌面","far","wood","far","normal","overhead","0","3","37DF3E340CFEC890D64F3C5B4E2FCA7D90F39C1904E8966A11C4702CB061E860"
"far_wood_003.jpg","train","far_wood","远距离木质桌面","far","wood","far","normal","overhead","0","3","C0317397CAB1F329E0F95FDB3FF460B8367FB7CE6EBBDA1E611D8B46AFFC5399"
"far_wood_004.jpg","train","far_wood","远距离木质桌面","far","wood","far","normal","overhead","0","3","0236E7549F2A360B5D6F66E247BB5F976398F52F614614C08B1C9F9A7030961C"
"far_wood_005.jpg","train","far_wood","远距离木质桌面","far","wood","far","normal","overhead","0","3","E0243B323C8A65407FD128FE9269E5CAC677A2BF7360547DC516C5EC089FD737"
"far_wood_006.jpg","train","far_wood","远距离木质桌面","far","wood","far","normal","overhead","0","3","6441F198CCA9E97C73B97A1479D97F915F5C051323AE5E23B22B100368AF3E1C"
"far_wood_007.jpg","train","far_wood","远距离木质桌面","far","wood","far","normal","overhead","0","2","D3FDFC7AE9E3C24AC802FC60F2EF0EFE103B7943126FBA21F9D5002741CDAD29"
"far_wood_008.jpg","train","far_wood","远距离木质桌面","far","wood","far","normal","overhead","0","1","9730574445DADB99763CA9DA2B31552FE618BA5997F817A5749561769DF21BAF"
"far_wood_009.jpg","train","far_wood","远距离木质桌面","far","wood","far","normal","overhead","0","3","8F331E1A608268D2CE6A5347A900B43E52438E60CB0E11F0C531040EAB6EC0B4"
"far_wood_010.jpg","train","far_wood","远距离木质桌面","far","wood","far","normal","overhead","0","2","F123818D5189C2EFF31B3B1F211FA81853ECB7E85FEDF426E2CCDBE94D331569"
"far_wood_011.jpg","train","far_wood","远距离木质桌面","far","wood","far","normal","overhead","0","1","0D25746A71F80A8FD89BA25D837422B4DE1D2971D497C3FA65551263C4534DBF"
"far_wood_012.jpg","train","far_wood","远距离木质桌面","far","wood","far","normal","overhead","0","3","435FA3EAD7854E3E8FE6853704548001910C6143E54108A7635DAB8E91EEDFE3"
"far_wood_017.jpg","train","far_wood","远距离木质桌面","far","wood","far","normal","overhead","0","3","E8BF6326E4C6EBF36CA336297463BB571DA098E06793BF920AEEB9BD7CC73177"
"far_wood_018.jpg","train","far_wood","远距离木质桌面","far","wood","far","normal","overhead","0","2","8CF356D254C6FB7883591DB14131FDD07796AF615EFAAA584201B9264E720423"
"far_wood_019.jpg","train","far_wood","远距离木质桌面","far","wood","far","normal","overhead","0","1","67454ECF7BFCCD71E73FECEC1043514F280CBEAC4D6F3E717CEBEA5ECE8CDCE0"
"far_wood_020.jpg","train","far_wood","远距离木质桌面","far","wood","far","normal","overhead","0","2","BFA14F7E8DBD4191E1AFB8DE31FDD8E53B64BEA7FDC77A9841CE3D3EB9FE40BA"
"far_wood_021.jpg","train","far_wood","远距离木质桌面","far","wood","far","normal","overhead","0","2","C54185FF6F49E351B3A981BA3CE4E6D19FD3BBAB9C706948C2AF327BC35F0B58"
"far_wood_022.jpg","train","far_wood","远距离木质桌面","far","wood","far","normal","overhead","0","1","731644BE6ADDAEB6802EA17B5D972B9B8B60087C2EBCC16DE0CCD148D2453725"
"highlight_gray_001.jpg","train","highlight_gray","高光灰色地面","highlight","gray","mixed","highlight","overhead","0","3","1E2F7B3BC11DBBDBFF290F41A45121B88C8045214B352C73AA9767C8E5FBD60E"
"highlight_gray_002.jpg","train","highlight_gray","高光灰色地面","highlight","gray","mixed","highlight","overhead","0","3","95D7F64BE521629ABE34B692E59BC01FC57FABDEDA23B11EF74B772559F0531E"
"highlight_gray_003.jpg","train","highlight_gray","高光灰色地面","highlight","gray","mixed","highlight","overhead","0","3","E0E68E79FAF0F660E48124D43A38A16DF2B1BBCBB2E9DBD8103D2B4FB8EAE611"
"highlight_gray_004.jpg","train","highlight_gray","高光灰色地面","highlight","gray","mixed","highlight","overhead","0","2","723035F69844D1F0A5CA6B0764D74F96B42244462F98070F433106FE5C0ABD75"
"highlight_gray_005.jpg","train","highlight_gray","高光灰色地面","highlight","gray","mixed","highlight","overhead","0","3","98C1509308F54C66315513C4D888E249C04C29D0EA556809BB6147175793BA60"
"highlight_gray_006.jpg","train","highlight_gray","高光灰色地面","highlight","gray","mixed","highlight","overhead","0","2","071BC8C6D2F4C0C88C12827C5271D32D474E8CDD68A56894D081408018EE017C"
"highlight_gray_010.jpg","train","highlight_gray","高光灰色地面","highlight","gray","mixed","highlight","overhead","0","3","2716FA6A3FE3EB175398518DB7693649507B584996ED444CAE1297C1E0330146"
"highlight_gray_011.jpg","train","highlight_gray","高光灰色地面","highlight","gray","mixed","highlight","overhead","0","3","A256AAD3DC8C18B61073FC137E94D00C729B03A6D706AEAFE23A7F04CBF31F4A"
"highlight_gray_012.jpg","train","highlight_gray","高光灰色地面","highlight","gray","mixed","highlight","overhead","0","3","A3DA7D876A57FA3990B16236E0008EEE5B4796F6DECF94F532D255B05192BA9F"
"highlight_gray_013.jpg","train","highlight_gray","高光灰色地面","highlight","gray","mixed","highlight","overhead","0","3","4262831A6B408EB437747D4F3E770B350445A6FED69287ED382EB1AA1A04431B"
"highlight_gray_014.jpg","train","highlight_gray","高光灰色地面","highlight","gray","mixed","highlight","overhead","0","3","F2686DF3A198174252C54E006C49BD0683D1C84C4A0D1206B736BDE3E3CBB8C2"
"highlight_gray_015.jpg","train","highlight_gray","高光灰色地面","highlight","gray","mixed","highlight","overhead","0","3","2DAF6B6DA7F6C5188163F15F87D386C172C4A78638591F263BF66FCBE9C19DF2"
"highlight_gray_016.jpg","train","highlight_gray","高光灰色地面","highlight","gray","mixed","highlight","overhead","0","1","FB417B6E75F995F7BE90720728BB3971720BF07FAAB36D9FDFEFF73A6E48BCC9"
"highlight_white_001.jpg","train","highlight_white","高光白色背景","highlight","white","mixed","highlight","overhead","0","3","7C4D41D7935B3F75CCEE80161A96ABCB539E26936C5F8FC6FB4A550D1570066A"
"highlight_white_002.jpg","train","highlight_white","高光白色背景","highlight","white","mixed","highlight","overhead","0","3","8A9FA314D94F7E7DAF8313E32EEA42675C41D718A1F970E6145C3A809A78A9D2"
"highlight_white_003.jpg","train","highlight_white","高光白色背景","highlight","white","mixed","highlight","overhead","0","3","96A7CD12C8B45D7A8E083C5FE6DC352F7AFED71AA983702893A0B096E42E40DA"
"highlight_white_004.jpg","train","highlight_white","高光白色背景","highlight","white","mixed","highlight","overhead","0","3","293A5C835CC7193ACF49343933C5F7031FDEDD7CAC8BD6363BC1B74CFC3B9C2D"
"highlight_white_005.jpg","train","highlight_white","高光白色背景","highlight","white","mixed","highlight","overhead","0","2","92F12717B1B2D02E3B5E13ADA477DE7793FBBF4E8FCC23CBED94A0DAAA6E601A"
"highlight_white_006.jpg","train","highlight_white","高光白色背景","highlight","white","mixed","highlight","overhead","0","2","5CD025B6F672A329217B3D749B4D7016A461C5453E179D0BE49EE26B10E050B7"
"highlight_white_007.jpg","train","highlight_white","高光白色背景","highlight","white","mixed","highlight","overhead","0","1","5C8BE94FD3DEB54DB7308EF4F4272481BDFB52363DAD941523715D1B734E3E4C"
"highlight_white_011.jpg","train","highlight_white","高光白色背景","highlight","white","mixed","highlight","overhead","0","3","AC97E1FE2389B79805321E961764B1FB434E437DF7BE051FA505BF0A027E542D"
"highlight_white_012.jpg","train","highlight_white","高光白色背景","highlight","white","mixed","highlight","overhead","0","2","28BBB4632B20153468E53B0137718023209A8B505CCB4B0D0D00B38F1015E6DF"
"highlight_white_013.jpg","train","highlight_white","高光白色背景","highlight","white","mixed","highlight","overhead","0","1","318DF54EF05ACECE974DBCD01711501286A414505809FD548A9E48F3C745C876"
"highlight_white_014.jpg","train","highlight_white","高光白色背景","highlight","white","mixed","highlight","overhead","0","2","77E25D9F1AA7130A925E327D338D067F3F6C9B71E2BAD5509C0789B5B990C539"
"highlight_white_015.jpg","train","highlight_white","高光白色背景","highlight","white","mixed","highlight","overhead","0","3","477935E0244BE1A742C833F876CCA7CEC4EE673619F8680551E8E0345CA5C82A"
"highlight_wood_001.jpg","train","highlight_wood","高光木质桌面","highlight","wood","mixed","highlight","overhead","0","3","E04E53952D82690DDD5E00D6E6A176A10CA6341522F9EE14E84AA9F4AE9BEE4B"
"highlight_wood_002.jpg","train","highlight_wood","高光木质桌面","highlight","wood","mixed","highlight","overhead","0","2","4F9124D1035D7B4EE2BBAEC7F9386D598F3C8F0A3629ADA80B0053A18DFF3F8D"
"highlight_wood_003.jpg","train","highlight_wood","高光木质桌面","highlight","wood","mixed","highlight","overhead","0","3","FD7CCDB492B712E637730B83B07C32535924FF181CC570DA72EF9D370C1FD335"
"highlight_wood_004.jpg","train","highlight_wood","高光木质桌面","highlight","wood","mixed","highlight","overhead","0","3","577DE134C38578EBA33BCD6BB5FA5D62A98F00163DB69F51FFED2762353AAB56"
"highlight_wood_005.jpg","train","highlight_wood","高光木质桌面","highlight","wood","mixed","highlight","overhead","0","3","CC9CBED18CB8EC1A7F07BF3AAD72A1A42372C88BF0E8D059D884563344FC0830"
"highlight_wood_006.jpg","train","highlight_wood","高光木质桌面","highlight","wood","mixed","highlight","overhead","0","2","2D939113CAFDA6E3FCBF1CC54C0615DB3784749C2D2836BBD8F73AD34D54C3D3"
"highlight_wood_007.jpg","train","highlight_wood","高光木质桌面","highlight","wood","mixed","highlight","overhead","0","2","D810DDBD1DAAB9AC24F3FDBC68AEDF6FB637DBC8F50219FF2FDE010C365C7E03"
"highlight_wood_011.jpg","train","highlight_wood","高光木质桌面","highlight","wood","mixed","highlight","overhead","0","3","263F836AAAAC6C274DC41D898D85D171327527A63B05BB009301C0BA4B153E93"
"highlight_wood_012.jpg","train","highlight_wood","高光木质桌面","highlight","wood","mixed","highlight","overhead","0","2","B97E26C37EBC1151A78DF7308288F1C56DDF08112224D56A4939BFA8F0C4DDF5"
"highlight_wood_013.jpg","train","highlight_wood","高光木质桌面","highlight","wood","mixed","highlight","overhead","0","1","115164E578E5791CEDD4BB8770AF6A9E0B6F6135276660B222C461B4870214A4"
